ID,MWS,Group,Database,Layer,Name,Provider,Level,Geocode,Type,Discription,geojson,Year
11,MWS-008-2,Proposal,,Unit rates of different reservation protection methods,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_11.csv,
12,MWS-008-2,Proposal,,Unit rates of garbage traps and culverts,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_12.csv,
13,MWS-008-2,Proposal,,"Unit rates of SABO dams, Storage tanks, Leader drains etc",,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_13.csv,
14,MWS-008-2,Proposal,,Estimate of domestic water supply-related activities,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_14.csv,
15,MWS-008-2,Proposal,,Estimate of water source protection-related activities,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_15.csv,
16,MWS-008-2,Proposal,,Cost estimate of minor irrigation related proposals with locations,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_16.csv,
17,MWS-008-2,Proposal,,Cost estimate of medium irrigation-related proposals,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_17.csv,
18,MWS-008-2,Proposal,,Time frame for implementing domestic water and water source protection,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_18.csv,
19,MWS-008-2,Proposal,,Time frame for implementation of minor irrigation proposals,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_19.csv,
20,MWS-008-2,Proposal,,Details related to water pollution in MWS 08-II belongs to Deltota DS Division,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_20.csv,
21,MWS-008-2,Proposal,,Brief description of legal provisions,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_21.csv,
22,MWS-008-2,Proposal,,Total Cost Estimate for Stream Reservation Proposals,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_22.csv,
23,MWS-008-2,Proposal,,Packaging and transport of agricultural produce,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_23.csv,
24,MWS-008-2,Proposal,,Cost estimates and Time frame,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_24.csv,
25,MWS-008-2,Proposal,,Key stakeholders of Forest lands,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_25.csv,
26,MWS-008-2,Proposal,,Forest lands in MWS-008-2,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_26.csv,
27,MWS-008-2,Proposal,,HEPA within MWS-008-2,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_27.csv,
28,MWS-008-2,Proposal,,Costing of the proposed activities for the protection of the forest reserve,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_28.csv,
29,MWS-008-2,Proposal,,Key stakeholders of Tea lands,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_29.csv,
30,MWS-008-2,Proposal,,GNDs in MWS-008-2,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_30.csv,
31,MWS-008-2,Proposal,,Total estimated cost of production for the five years,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_31.csv,
32,MWS-008-2,Proposal,,Livelihood challenges and community expectations,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_32.csv,
33,MWS-008-2,Proposal,,Crop suitability for MWS-008-2,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_33.csv,
34,MWS-008-2,Proposal,,Major export crops current situation,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_34.csv,
35,MWS-008-2,Proposal,,Potential value-added production,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_35.csv,
36,MWS-008-2,Proposal,,Insurance service providers,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_36.csv,
37,MWS-008-2,Proposal,,Cost estimation of livelihood development activities,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_37.csv,
38,MWS-008-2,Proposal,,Timeframe for the implementation,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_38.csv,
39,MWS-008-2,Proposal,,Recommended training programs for Livelihood development and marketing,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_39.csv,
40,MWS-008-2,Proposal,,Expenditure Estimate for training programs,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_6_40.csv,
